hrs,hra,hsera,hr,hera,ars,ara,asera,ar,aera,winner
5.1,5.46,3.8747553816046967,1.8888888888888888,2.59,3.58,3.04,3.715046604527297,0.4339622641509434,4.88,1
4.37,4.17,3.636363636363636,1.4516129032258065,3.18,4.21,3.62,4.47900466562986,1.0833333333333333,4.69,0
4.23,5.21,2.9454545454545453,0.825,3.38,4.42,4.48,4.849445324881141,0.7727272727272727,4.91,1
4.46,3.71,4.591836734693878,0.9,4.0,4.49,4.59,5.318181818181818,1.303030303030303,2.94,0
4.15,4.48,4.925373134328358,1.0,4.56,3.77,4.47,4.362244897959183,0.7954545454545454,5.47,1
3.86,3.8,5.98890942698706,0.9,3.68,5.16,4.01,5.673913043478261,2.0833333333333335,4.77,1
4.2,4.18,9.0,1.1428571428571428,4.66,4.45,3.73,5.725646123260438,1.2424242424242424,4.08,1
4.97,5.05,1.382488479262673,1.375,2.16,4.49,4.03,4.052132701421801,0.7111111111111111,3.89,1
3.68,4.26,4.472049689440993,0.4339622641509434,4.72,4.38,5.17,3.8696255201109575,1.5161290322580645,5.14,0
5.18,4.86,3.1517509727626463,1.9259259259259258,1.6,4.49,3.04,3.036437246963563,0.8780487804878049,3.56,0
3.57,4.18,3.228699551569507,0.42592592592592593,2.63,4.54,5.53,1.9285714285714286,1.1081081081081081,2.81,1
3.99,4.57,3.0,0.7045454545454546,2.85,4.4,4.64,3.473684210526316,0.8780487804878049,4.03,0
4.47,3.84,4.380530973451327,1.2058823529411764,4.82,5.17,4.23,3.2926829268292686,2.0,3.12,0
4.26,4.13,6.366559485530546,1.1111111111111112,4.39,5.05,4.14,3.384955752212389,1.303030303030303,3.0,1
3.9,3.76,1.7102137767220902,0.925,2.48,4.25,4.04,4.271685761047463,1.1714285714285715,3.08,1
4.37,4.46,2.6600985221674875,0.7555555555555555,3.41,3.75,5.16,4.8942598187311175,0.7777777777777778,3.86,1
4.97,5.05,2.667706708268331,1.40625,2.55,4.49,4.03,5.887850467289719,0.6956521739130435,5.66,0
3.68,4.24,4.834123222748816,0.42592592592592593,4.38,4.39,5.17,4.0754716981132075,1.5483870967741935,3.72,0
5.11,4.15,2.8051948051948052,1.9259259259259258,3.81,4.48,3.7,8.709677419354838,1.0789473684210527,5.4,1
3.82,4.42,3.4806629834254146,0.5098039215686274,3.59,4.2,5.18,2.102803738317757,0.85,4.64,1
4.05,4.51,3.443877551020408,0.8372093023255814,3.3,4.58,4.72,4.385593220338983,1.0789473684210527,2.41,0
4.7,3.68,2.195121951219512,1.2,1.99,4.74,3.9,1.8677042801556423,1.2352941176470589,2.1,0
3.7,3.73,6.0,0.6808510638297872,5.12,4.47,5.08,5.023255813953488,1.2941176470588236,4.64,0
4.34,5.46,2.368421052631579,1.40625,2.3,3.55,3.68,5.610972568578553,0.4444444444444444,4.43,1
3.99,4.56,3.5498839907192576,0.6888888888888889,3.68,4.42,4.66,5.725190839694656,0.9024390243902439,4.56,1
4.43,3.82,3.953147877013177,1.1714285714285715,3.42,5.16,4.22,2.389380530973451,2.04,2.24,0
4.14,5.36,5.365384615384615,1.0256410256410255,4.48,4.76,4.44,6.38205499276411,0.95,5.23,1
4.26,4.13,4.885714285714286,1.1388888888888888,3.24,4.99,4.09,1.497227356746765,1.2647058823529411,2.1,1
3.99,3.86,4.8942598187311175,0.95,4.91,4.19,3.99,2.616279069767442,1.1388888888888888,2.09,1
4.4,4.49,5.162094763092269,0.7777777777777778,4.58,3.75,5.15,3.0874785591766725,0.7608695652173914,3.34,0
4.95,5.03,2.8180039138943247,1.3636363636363635,2.59,4.49,4.04,5.255474452554744,0.717391304347826,5.7,0
3.65,4.21,6.686478454680533,0.41818181818181815,6.56,4.38,5.14,3.4615384615384612,1.5806451612903225,3.26,0
5.16,4.21,3.227091633466135,1.962962962962963,3.44,4.44,3.66,2.99412915851272,1.0512820512820513,3.43,1
3.87,4.47,4.782016348773841,0.5294117647058824,4.59,4.2,5.17,2.960526315789474,0.8292682926829268,3.25,1
4.09,4.54,4.486404833836858,0.8181818181818182,4.29,4.64,4.78,5.444839857651245,1.105263157894737,3.86,0
5.17,4.86,4.493192133131619,1.8928571428571428,3.9,4.46,3.04,3.2911392405063293,0.8809523809523809,4.48,1
4.69,3.69,4.186046511627906,1.1666666666666667,4.13,4.79,3.96,4.020618556701031,1.2647058823529411,3.73,1
3.69,3.72,6.2727272727272725,0.6666666666666666,6.7,4.48,5.08,4.27645788336933,1.3235294117647058,4.88,0
4.35,5.46,3.1421446384039897,1.4375,4.15,3.52,3.64,3.7135922330097086,0.43636363636363634,5.18,0
3.99,4.56,4.024390243902439,0.7111111111111111,4.85,4.41,4.64,3.7432188065099457,0.8809523809523809,3.98,0
4.38,3.77,4.378378378378378,1.1388888888888888,3.44,5.17,4.25,5.438066465256798,2.08,3.0,1
4.13,5.33,3.311432325886991,1.0512820512820513,3.2,4.72,4.41,3.79746835443038,0.926829268292683,3.55,1
4.35,4.22,2.357142857142857,1.1666666666666667,2.5,4.95,4.06,2.486187845303867,1.2285714285714286,2.45,0
4.37,4.46,5.432300163132138,0.7608695652173914,5.06,3.74,5.12,3.309982486865149,0.782608695652174,4.23,1
5.21,4.27,4.366576819407008,2.0,4.5,4.46,3.69,3.3962264150943393,1.025,3.4,1
3.9,4.49,6.2983425414364635,0.5490196078431373,7.01,4.16,5.11,5.9290540540540535,0.8095238095238095,4.97,0
4.51,3.66,4.63768115942029,0.7391304347826086,4.09,4.34,5.03,3.4848484848484844,1.393939393939394,2.82,0
4.04,4.48,3.0427046263345194,0.8,4.17,4.62,4.75,4.988913525498891,1.131578947368421,3.4,0
4.72,3.73,3.342857142857143,1.1944444444444444,2.94,4.79,3.97,2.3773584905660377,1.2285714285714286,4.26,0
3.65,3.69,4.090909090909091,0.6530612244897959,4.91,4.45,5.04,3.5655737704918034,1.3529411764705883,3.66,0
4.36,3.82,3.3285917496443806,1.1666666666666667,2.58,4.14,4.19,6.044776119402985,1.1081081081081081,4.27,1
4.09,5.28,3.75,1.0769230769230769,4.14,4.66,4.36,6.041308089500861,0.9047619047619048,5.52,0
3.95,3.07,1.6071428571428572,0.975,1.99,5.2,3.94,4.491682070240295,1.9285714285714286,3.82,0
4.44,4.41,3.1889763779527556,1.3823529411764706,3.24,4.13,3.64,4.47867298578199,1.05,4.43,0
3.68,4.27,5.6410256410256405,0.40350877192982454,5.44,4.43,5.16,4.0,1.0,5.4,0
4.87,4.44,1.832579185520362,1.2571428571428571,3.39,4.13,3.75,2.195121951219512,0.8333333333333334,3.15,1
4.51,3.66,6.174957118353345,0.723404255319149,5.4,4.36,5.04,5.257731958762887,1.4242424242424243,4.37,0
4.73,5.31,6.184448462929475,1.162162162162162,5.3,4.72,4.06,5.887850467289719,0.9285714285714286,4.62,0
5.1,3.67,3.2142857142857144,2.0,3.18,5.2,3.76,3.2242990654205608,2.037037037037037,3.86,1
4.61,4.18,6.8108108108108105,1.1578947368421053,8.83,4.95,4.45,3.036437246963563,1.2571428571428571,2.44,1
4.35,3.82,5.909943714821764,1.1944444444444444,4.06,4.13,4.18,6.682134570765661,1.0789473684210527,5.32,0
3.72,4.54,3.805970149253731,0.7659574468085106,5.05,4.41,4.47,4.960629921259843,0.9047619047619048,4.59,0
4.41,5.44,4.579256360078277,1.6451612903225807,4.04,3.54,4.22,4.626865671641791,0.45454545454545453,5.09,1
4.3,4.06,2.787610619469026,1.135135135135135,2.69,4.95,4.08,5.166163141993957,1.3235294117647058,4.52,0
3.9,3.04,1.6875,0.9512195121951219,6.46,5.14,3.9,3.8823529411764706,1.9642857142857142,2.56,1
4.38,5.08,6.741573033707865,0.782608695652174,12.08,3.86,5.09,3.0708661417322833,0.5384615384615384,3.45,1
4.48,4.74,5.873320537428023,0.8604651162790697,6.8,4.01,4.89,4.968454258675078,0.782608695652174,3.94,1
4.4,4.37,4.411764705882352,1.3428571428571427,12.27,4.11,3.62,3.9852398523985237,1.075,3.82,0
3.64,4.23,4.661354581673306,0.39655172413793105,4.7,4.46,5.19,2.097457627118644,1.024390243902439,2.69,0
4.48,3.64,3.5498839907192576,0.7083333333333334,3.98,4.41,5.07,4.486803519061583,1.4545454545454546,3.82,1
4.68,5.26,2.8987730061349692,1.131578947368421,3.44,4.7,4.05,5.217391304347826,0.9523809523809523,5.53,0
5.14,3.72,5.294117647058823,2.0384615384615383,4.93,5.14,3.72,2.769230769230769,1.9642857142857142,2.56,0
4.59,4.16,4.828614008941878,1.1842105263157894,1.5,4.9,4.41,4.655172413793103,1.2222222222222223,4.65,1
4.39,3.86,5.181818181818182,1.162162162162162,4.69,4.29,4.34,1.313868613138686,1.105263157894737,2.28,1
3.71,4.52,4.919614147909968,0.75,3.57,4.43,4.49,6.075,0.9285714285714286,4.03,1
4.41,5.42,4.362880886426592,1.6774193548387097,5.1,3.51,4.18,3.994452149791956,0.44642857142857145,5.34,1
4.26,4.03,4.864864864864865,1.105263157894737,4.59,4.95,4.09,3.1168831168831166,1.3529411764705883,4.09,0
3.89,3.04,1.3740458015267176,0.975609756097561,1.85,5.11,3.88,2.438423645320197,1.896551724137931,1.82,1
4.46,5.15,5.168067226890756,0.8043478260869565,4.72,3.85,5.06,4.05909797822706,0.5283018867924528,3.7,1
4.46,4.72,4.160583941605839,0.8837209302325582,3.98,3.99,4.85,5.034965034965035,0.7659574468085106,4.15,1
4.35,4.32,5.869565217391304,1.3055555555555556,4.58,4.14,3.66,3.432203389830508,1.1,4.24,0
3.62,4.2,5.286144578313253,0.3898305084745763,4.2,4.48,5.2,4.5,1.048780487804878,6.08,1
5.05,4.63,2.105911330049261,1.3142857142857143,2.18,4.22,3.84,3.088923556942278,0.7954545454545454,4.81,1
4.57,3.74,4.821428571428571,0.7291666666666666,5.28,4.39,5.05,1.6216216216216217,1.411764705882353,1.59,1
4.63,5.2,2.151394422310757,1.1025641025641026,1.98,4.67,4.04,6.728971962616822,0.9761904761904762,5.07,1
3.68,4.69,4.476843910806175,0.68,4.82,3.93,4.95,3.3039647577092515,0.6666666666666666,3.69,0
5.08,3.68,3.0282637954239564,1.962962962962963,2.1,5.21,3.81,4.493392070484582,2.0,3.66,1
4.62,4.2,3.5820895522388057,1.2105263157894737,3.68,4.86,4.38,3.3996023856858844,1.1891891891891893,3.03,0
4.37,3.85,3.94856278366112,1.1891891891891893,3.54,4.26,4.31,3.8955223880597014,1.0769230769230769,3.68,1
3.72,4.51,3.039647577092511,0.7708333333333334,3.32,4.41,4.47,3.304195804195804,0.9069767441860465,3.96,0
4.43,5.43,3.5166425470332854,1.7096774193548387,3.65,3.51,4.18,2.5,0.43859649122807015,2.25,1
4.26,4.02,5.769230769230769,1.0769230769230769,3.48,5.02,4.17,3.154981549815498,1.3823529411764706,2.14,0
3.9,3.06,2.5,1.0,2.31,5.07,3.85,3.375,1.8333333333333333,2.54,1
4.56,5.24,3.4379263301500678,0.8260869565217391,3.61,3.85,5.05,4.7368421052631575,0.5185185185185185,3.73,0
4.45,4.71,3.5655737704918034,0.9069767441860465,3.62,3.98,4.83,3.29938900203666,0.75,4.35,0
4.37,4.2,4.276859504132231,1.2702702702702702,4.01,4.27,3.73,3.8955223880597014,1.05,3.22,0
