hrs,hra,hsera,hr,hera,ars,ara,asera,ar,aera,winner
4.58,5.26,3.7058823529411766,0.7560975609756098,3.71,4.94,5.13,3.6702127659574466,0.9722222222222222,2.88,0
3.96,3.96,2.7808988764044944,1.1515151515151516,2.31,4.23,4.8,5.369318181818182,0.8421052631578947,4.76,0
3.67,3.39,2.3823529411764706,1.2333333333333334,2.35,4.72,4.75,3.0307467057101025,0.918918918918919,4.03,0
4.28,4.43,1.721938775510204,0.9714285714285714,2.15,3.77,3.94,2.207792207792208,0.9166666666666666,2.21,0
3.5,4.89,6.284289276807979,0.5555555555555556,4.89,4.85,3.63,3.2033898305084745,1.4827586206896552,3.86,1
4.53,3.52,6.05568445475638,1.34375,5.72,5.21,3.83,3.3916554508748313,1.5714285714285714,3.36,1
4.05,4.68,5.416666666666666,1.0555555555555556,4.12,4.41,5.19,7.425,0.6976744186046512,9.58,1
4.84,3.84,5.590062111801242,1.4333333333333333,1.34,5.03,4.56,6.567164179104477,1.4827586206896552,6.21,0
3.97,4.85,360.0,0.5652173913043478,4.84,4.49,4.16,4.5,1.4666666666666666,3.89,0
4.89,5.12,2.5255102040816326,0.972972972972973,2.7,4.97,3.67,2.585499316005472,1.8076923076923077,1.51,0
4.19,5.63,3.9363817097415508,0.3888888888888889,3.21,4.0,4.03,2.8934010152284264,1.2424242424242424,1.94,0
4.03,5.29,6.0,0.46,1.93,5.64,3.97,3.0,1.6071428571428572,3.65,0
3.93,4.88,3.6,0.7380952380952381,3.6,3.96,4.48,4.464751958224543,0.972972972972973,3.5,1
3.92,3.68,1.8749999999999998,0.7560975609756098,1.87,4.97,4.35,2.528089887640449,1.0285714285714285,3.5,0
3.97,3.99,7.269230769230769,1.1176470588235294,4.08,4.25,4.8,2.692307692307692,0.868421052631579,1.94,1
4.24,4.41,4.0754716981132075,0.9444444444444444,4.44,3.76,3.91,4.078549848942598,0.9444444444444444,3.33,0
3.54,4.86,5.564516129032258,0.5777777777777777,4.26,4.82,3.66,5.051020408163265,1.4333333333333333,3.99,0
4.51,3.5,3.3445945945945943,1.375,2.28,5.16,3.82,2.5166444740346208,1.5172413793103448,2.45,1
4.03,4.63,5.898058252427184,1.0833333333333333,5.65,4.36,5.15,2.892857142857143,0.6818181818181818,4.26,0
4.84,3.91,3.7499999999999996,1.3870967741935485,3.64,5.08,4.56,4.249578414839798,1.5172413793103448,4.36,1
4.0,4.96,5.785714285714286,0.5531914893617021,5.59,4.6,4.19,2.8421052631578947,1.5,2.84,1
3.96,4.84,7.587209302325582,0.7619047619047619,5.79,5.74,3.92,2.2443890274314215,1.6428571428571428,2.82,0
5.14,3.84,1.6796267496111976,1.4666666666666666,2.38,4.34,4.01,2.8285714285714287,1.2424242424242424,4.66,0
3.88,3.67,3.9705882352941178,0.7380952380952381,3.9,3.89,4.03,4.068716094032549,0.9722222222222222,4.54,0
4.62,5.33,3.9130434782608687,0.7380952380952381,3.56,4.31,4.3,8.852459016393443,1.2903225806451613,6.11,0
4.0,4.0,4.986149584487534,1.1470588235294117,5.59,4.26,4.82,6.1556603773584895,0.8461538461538461,6.34,1
3.93,4.5,6.201923076923077,0.9473684210526315,6.62,3.53,4.85,4.05,0.5652173913043478,5.66,0
4.88,3.88,3.891891891891892,1.4193548387096775,5.19,5.04,4.61,4.90521327014218,1.4666666666666666,4.36,1
4.01,4.93,7.238605898123325,0.574468085106383,2.93,4.58,4.2,3.9366515837104075,1.4516129032258065,3.4,0
4.94,4.31,6.095617529880478,1.0571428571428572,6.43,3.97,5.39,4.937655860349127,0.45098039215686275,6.2,1
4.97,4.56,5.444839857651245,1.4193548387096775,4.32,4.05,3.96,4.556962025316455,1.1764705882352942,4.17,1
4.81,3.65,2.311178247734139,1.4666666666666666,1.83,4.0,4.63,3.9520958083832336,1.054054054054054,3.46,0
5.01,5.12,3.857142857142857,1.0277777777777777,3.86,4.65,4.72,4.469525959367945,0.8974358974358975,5.11,0
5.07,3.84,3.0,1.4193548387096775,3.0,4.33,3.96,5.168918918918918,1.2727272727272727,5.45,1
3.86,3.72,3.131618759455371,0.7209302325581395,2.86,3.93,4.01,3.7681159420289854,1.0,3.96,1
3.99,4.0,3.868778280542986,1.2727272727272727,2.62,4.37,5.11,5.8386075949367084,0.7045454545454546,4.29,1
3.67,3.38,2.7224199288256226,1.2258064516129032,2.42,4.35,4.54,4.684542586750788,0.918918918918919,4.22,1
3.67,3.38,5.788381742738589,1.2258064516129032,5.31,4.35,4.54,6.1875,0.918918918918919,7.36,0
4.52,3.49,3.2753164556962022,1.40625,4.1,4.16,5.59,6.725978647686833,0.38181818181818183,8.62,1
5.03,3.66,3.7241379310344827,1.8461538461538463,4.05,4.58,4.16,2.0779220779220777,1.4838709677419355,3.01,1
3.91,4.55,3.7499999999999996,0.9230769230769231,3.6,3.59,4.81,6.75,0.5869565217391305,6.42,0
4.83,3.83,5.0,1.4516129032258065,1.27,4.86,5.18,4.701492537313433,0.9473684210526315,5.07,1
3.97,4.93,5.123762376237624,0.5625,4.71,4.22,4.86,4.727954971857411,0.825,4.48,1
5.0,4.25,5.475285171102661,1.0857142857142856,4.18,3.92,5.44,9.765395894428153,0.4423076923076923,7.8,0
4.97,4.54,3.4231378763866878,1.4516129032258065,3.9,4.04,3.97,3.9705882352941173,1.1428571428571428,4.03,1
4.79,3.72,2.712328767123288,1.4193548387096775,2.14,4.06,4.61,4.5,1.0810810810810811,4.5,0
4.97,5.09,3.7218045112781954,1.0,5.61,4.63,4.68,3.2320441988950273,0.9230769230769231,3.33,1
3.95,4.93,2.689243027888446,0.7441860465116279,3.61,5.83,3.91,2.195121951219512,1.6785714285714286,1.67,1
3.95,4.93,8.26771653543307,0.7441860465116279,7.11,5.83,3.91,3.376835236541599,1.6785714285714286,2.9,0
5.08,3.82,4.94908350305499,1.4516129032258065,3.99,4.3,3.99,3.0789473684210527,1.2352941176470589,5.18,1
3.96,3.69,1.5,0.7441860465116279,1.5,3.9,4.11,4.61218836565097,0.972972972972973,5.4,1
4.0,4.0,4.6,1.303030303030303,3.95,4.37,5.11,3.617363344051447,0.6888888888888889,4.83,1
3.61,3.32,1.0588235294117647,1.21875,0.5,4.27,4.45,5.245398773006134,0.9210526315789473,4.39,1
4.6,3.51,4.411764705882353,1.4375,2.81,4.17,5.66,3.5014409221902016,0.375,5.06,0
4.99,3.61,6.340508806262231,1.8846153846153846,4.09,4.53,4.13,4.701492537313433,1.4375,4.79,1
3.91,4.55,3.12,0.9,3.74,3.61,4.8,5.111561866125761,0.6086956521739131,3.77,1
4.82,3.82,3.729281767955801,1.4838709677419355,4.03,4.84,5.16,3.183279742765273,0.9230769230769231,4.41,1
4.04,4.92,3.467094703049759,0.5833333333333334,2.17,4.22,4.92,2.25,0.8048780487804879,2.48,1
5.0,4.27,3.1718061674008813,1.0555555555555556,3.25,3.95,5.43,6.532258064516128,0.46153846153846156,6.42,1
4.96,4.51,6.366559485530546,1.4838709677419355,6.07,4.01,3.97,3.4054054054054053,1.1111111111111112,2.33,1
4.79,3.72,0.0,1.4193548387096775,0.0,4.06,4.61,8.247011952191235,1.0810810810810811,6.41,1
4.96,5.04,4.490238611713666,1.027027027027027,3.56,4.58,4.67,2.25,0.9,5.4,0
3.91,4.86,3.1451612903225805,0.75,4.33,5.73,3.87,4.398496240601504,1.6551724137931034,4.75,1
5.05,3.79,4.145616641901931,1.4838709677419355,3.43,4.27,3.97,3.9416058394160585,1.2,4.19,1
3.95,3.67,3.4207077326343382,0.7674418604651163,2.93,3.88,4.09,1.9536903039073807,0.9473684210526315,2.19,0
4.08,4.0,6.896551724137931,1.3333333333333333,5.21,4.36,5.17,6.965376782077393,0.6739130434782609,6.12,1
4.61,5.33,6.911764705882352,0.7441860465116279,6.09,4.34,4.3,6.428571428571429,1.28125,6.4,1
3.61,3.32,2.0454545454545454,1.25,2.32,4.26,4.45,2.7551020408163263,0.8974358974358975,2.36,0
4.56,3.59,3.116883116883117,1.393939393939394,2.5,4.24,5.6,2.9933481152993346,0.39285714285714285,3.67,1
5.0,3.63,3.0,1.9230769230769231,4.2,4.53,4.15,5.196850393700787,1.393939393939394,3.98,0
4.92,3.81,5.47970479704797,1.5161290322580645,4.59,4.82,5.26,3.3070866141732282,0.9,3.69,0
4.09,4.86,3.6966824644549763,0.6041666666666666,5.47,4.16,4.96,6.481994459833794,0.7857142857142857,4.77,1
5.09,4.27,4.05,1.0833333333333333,4.33,3.95,5.52,7.095435684647303,0.4528301886792453,5.68,1
5.01,4.47,4.691943127962086,1.5161290322580645,4.74,4.12,4.95,4.326923076923077,0.7674418604651163,1.81,1
4.89,5.03,3.412921348314607,1.0,2.85,4.25,4.41,4.846153846153846,0.9230769230769231,5.59,1
4.31,4.35,10.54054054054054,1.2424242424242424,10.32,3.88,4.81,3.5294117647058827,0.7727272727272727,3.38,1
4.31,5.17,7.010869565217391,0.6595744680851063,7.76,3.62,4.74,5.931818181818182,0.6170212765957447,4.82,1
5.67,3.85,2.630937880633374,1.6,3.56,3.92,5.51,7.234726688102894,0.4444444444444444,7.27,0
5.08,3.76,2.689243027888446,1.5161290322580645,2.57,4.96,3.66,5.7566302652106085,1.8518518518518519,2.77,1
4.09,3.95,2.1,1.3636363636363635,2.11,4.23,4.01,1.8652849740932642,1.1666666666666667,3.84,1
3.99,4.04,7.0,1.0810810810810811,4.05,4.83,5.25,8.946322067594433,0.925,6.68,0
3.87,4.54,6.206896551724138,0.9024390243902439,6.75,4.24,5.59,5.0625,0.38596491228070173,4.5,1
3.89,4.05,4.265402843601896,0.9736842105263158,2.35,3.59,3.33,5.30278232405892,1.2121212121212122,0.0,1
4.57,4.61,2.3011363636363633,0.925,3.68,3.59,3.39,4.390243902439025,1.1764705882352942,4.15,0
5.03,4.48,5.0116009280742455,1.5483870967741935,4.0,4.13,4.96,6.803455723542117,0.75,6.39,1
4.78,3.73,3.517520215633423,1.40625,3.8,4.66,5.29,3.9926062846580406,0.7674418604651163,4.85,1
4.99,5.01,4.444444444444445,1.0263157894736843,3.29,4.56,3.6,6.46875,1.4242424242424243,5.29,0
4.28,5.1,2.3376623376623376,0.6808510638297872,3.99,3.57,4.7,6.153846153846153,0.6041666666666666,4.94,1
5.68,3.91,2.5714285714285716,1.5483870967741935,3.32,3.99,5.53,0.0,0.46296296296296297,5.81,0
5.05,3.73,1.9123505976095618,1.5483870967741935,2.51,4.92,3.65,1.9536903039073807,1.7857142857142858,1.49,1
4.22,3.95,1.7928286852589639,1.393939393939394,1.89,4.23,4.14,3.0,1.135135135135135,4.31,1
3.97,4.05,4.935483870967742,1.0526315789473684,5.18,4.83,5.22,4.566284779050736,0.95,4.72,1
4.55,4.13,3.0,1.4242424242424243,2.86,4.09,4.81,5.142857142857143,0.625,5.4,0
4.25,4.51,6.705882352941177,0.9,4.74,3.91,3.69,3.292682926829268,0.75,2.08,1
3.91,4.49,6.511254019292604,0.926829268292683,6.78,4.2,5.61,2.9909365558912384,0.3793103448275862,3.03,1
5.09,4.24,3.1523642732049035,1.1111111111111112,3.35,4.06,4.61,3.951219512195122,1.0789473684210527,3.87,1
3.95,4.05,2.5916230366492146,1.0,4.12,4.91,3.84,3.440366972477064,1.46875,3.52,1
4.55,4.6,2.903225806451613,0.9024390243902439,4.21,3.6,3.39,4.665226781857451,1.2058823529411764,4.95,1
5.05,4.5,5.921052631578947,1.5806451612903225,4.09,4.15,4.99,4.4823066841415455,0.7333333333333333,5.12,1
4.81,3.76,6.785714285714285,1.4375,3.81,4.68,5.31,5.378486055776892,0.75,4.64,1
4.97,5.01,4.615384615384615,1.0,3.97,4.57,3.6,1.997226074895978,1.4545454545454546,2.22,0
4.43,4.36,5.0199203187251,1.2727272727272727,3.64,3.9,4.91,7.365728900255754,0.7555555555555555,6.0,0
4.43,4.36,10.0,1.2727272727272727,9.19,3.9,4.91,8.055555555555555,0.7555555555555555,5.0,0
4.33,5.04,6.1732851985559565,0.7021276595744681,3.97,3.53,4.74,4.588235294117647,0.5918367346938775,5.05,1
5.65,4.03,2.408759124087591,1.5,2.83,4.1,5.5,11.020408163265305,0.48148148148148145,7.54,0
4.06,4.06,4.3478260869565215,1.0789473684210527,4.32,4.84,5.29,2.6865671641791042,0.926829268292683,2.58,0
4.54,4.14,2.987551867219917,1.3823529411764706,3.25,4.1,4.8,7.659574468085107,0.6458333333333334,3.33,1
4.25,4.49,3.511560693641618,0.925,3.97,3.9,3.69,7.258064516129032,0.7333333333333333,2.55,0
3.9,4.46,5.2354570637119116,0.9512195121951219,3.98,4.17,5.58,7.363636363636363,0.3728813559322034,5.71,1
5.14,4.22,3.8709677419354835,1.1388888888888888,4.26,4.05,4.66,6.461538461538462,1.0512820512820513,5.69,0
4.17,5.6,4.332298136645963,0.36666666666666664,4.73,4.87,3.65,3.2467532467532463,1.7241379310344827,3.63,1
4.75,4.57,3.9442231075697207,0.926829268292683,3.42,3.58,3.61,1.208955223880597,1.1714285714285715,0.69,1
5.06,4.47,3.0427046263345194,1.6129032258064515,3.67,4.13,5.0,5.526315789473684,0.717391304347826,4.47,1
4.91,3.75,3.8325991189427318,1.46875,2.06,4.65,5.41,3.370319001386963,0.7333333333333333,3.41,1
4.97,5.04,3.026315789473684,0.975,5.14,4.6,3.62,3.1914893617021276,1.4848484848484849,2.47,1
4.38,4.45,6.428571428571429,1.2,4.94,5.6,4.04,1.9955654101995566,1.4545454545454546,2.11,0
4.35,5.0,5.588235294117647,0.723404255319149,4.76,3.94,4.46,1.997533908754624,0.975609756097561,3.59,1
4.52,4.1,1.9765739385065884,1.411764705882353,2.91,4.06,4.78,5.0310559006211175,0.6326530612244898,4.63,0
3.51,4.76,7.2,0.58,6.5,4.32,3.95,3.4239130434782608,1.4545454545454546,2.53,0
5.17,4.28,4.395348837209302,1.1081081081081081,3.41,4.11,4.69,1.9373776908023483,1.0769230769230769,3.34,0
4.09,4.06,3.826979472140762,1.0526315789473684,5.33,5.03,3.7,0.0,1.5806451612903225,2.1,0
4.91,5.33,5.183246073298429,0.9512195121951219,4.95,4.11,5.46,8.04635761589404,0.5,7.11,1
4.18,5.57,4.076086956521739,0.38333333333333336,3.69,4.85,3.66,4.706814580031695,1.6666666666666667,3.91,0
4.74,4.55,4.398496240601504,0.9512195121951219,4.79,3.99,3.72,4.5588235294117645,0.7555555555555555,2.87,1
4.98,5.03,2.6594090202177294,1.0,3.42,4.22,4.25,3.617363344051447,1.0769230769230769,5.11,1
4.35,4.49,7.7727272727272725,1.1666666666666667,7.32,5.62,4.01,3.836589698046181,1.4848484848484849,2.94,0
4.35,4.96,7.068965517241379,0.7446808510638298,5.81,3.91,4.46,5.56701030927835,0.9523809523809523,5.23,0
4.0,4.85,3.644859813084112,0.8,3.46,4.95,3.76,2.911764705882353,1.5,2.06,0
4.09,5.13,5.403377110694184,0.7021276595744681,4.7,4.66,5.44,5.69620253164557,0.717391304347826,5.83,1
4.51,4.14,4.469525959367945,1.3714285714285714,4.72,5.18,4.43,6.981450252951095,1.6451612903225807,5.83,0
4.27,4.58,2.3045822102425877,0.9024390243902439,2.2,4.59,3.64,5.701357466063348,1.4411764705882353,4.64,1
3.49,4.79,4.491682070240295,0.5686274509803921,3.82,4.35,3.93,5.25,1.4848484848484849,4.16,0
4.15,4.66,3.65625,1.1025641025641026,4.25,4.11,4.75,3.3432392273402667,0.6530612244897959,2.0,1
5.13,4.32,3.3904109589041096,1.0789473684210527,3.34,4.9,3.98,4.029850746268657,1.3823529411764706,3.6,1
4.06,4.09,1.9285714285714286,1.0256410256410255,2.14,5.04,3.68,4.921875,1.6129032258064515,3.95,0
4.95,5.35,3.87815750371471,0.975609756097561,5.09,4.15,5.49,6.26865671641791,0.4909090909090909,5.92,1
4.18,5.63,6.107142857142857,0.3770491803278688,3.38,4.93,3.67,4.909090909090909,1.7,4.95,0
4.69,4.49,1.0,0.975609756097561,2.7,3.94,3.69,2.693266832917706,0.7391304347826086,3.12,0
4.94,4.98,3.3936651583710407,1.025,3.74,4.18,4.22,4.265402843601896,1.05,4.55,1
4.33,4.51,9.50310559006211,1.135135135135135,9.37,5.63,4.0,2.934782608695652,1.5151515151515151,4.08,0
4.34,5.01,6.170212765957447,0.7291666666666666,6.54,3.98,4.45,7.468879668049792,0.9761904761904762,5.6,1
3.98,4.89,3.4482758620689653,0.782608695652174,4.06,4.99,3.74,3.9873417721518987,1.53125,3.96,1
4.11,4.15,3.3924611973392462,1.0512820512820513,4.06,3.57,3.61,2.832167832167832,1.1388888888888888,2.38,0
4.48,4.13,3.722627737226277,1.3333333333333333,3.64,5.16,4.4,5.025380710659898,1.6774193548387097,4.96,1
4.27,4.56,4.746835443037974,0.926829268292683,4.2,4.57,3.64,2.5830815709969785,1.4,2.44,1
3.47,4.81,3.956043956043956,0.5576923076923077,7.88,4.39,3.9,4.0980735551663745,1.5151515151515151,4.5,0
4.16,4.65,4.686064318529862,1.1282051282051282,5.1,4.11,4.76,5.089285714285714,0.64,5.12,0
5.2,4.28,4.135135135135135,1.105263157894737,4.27,4.85,4.06,3.543307086614173,1.3428571428571427,4.09,1
4.08,4.16,3.4482758620689653,1.0,2.02,5.1,3.7,2.877237851662404,1.6451612903225807,3.25,0
4.94,5.29,3.480662983425414,1.0,3.89,4.11,5.47,5.666666666666667,0.48214285714285715,6.57,1
4.19,5.64,4.072398190045249,0.3709677419354839,3.08,4.94,3.68,2.708618331053352,1.7333333333333334,2.91,0
4.66,4.48,3.636363636363636,0.9523809523809523,3.74,3.93,3.67,1.173913043478261,0.7608695652173914,1.5,1
4.91,4.94,3.2530120481927707,1.05,3.09,4.16,4.2,5.0220264317180625,1.024390243902439,3.98,1
4.3,4.49,6.694214876033058,1.105263157894737,4.11,5.6,3.98,3.9547270306258326,1.5454545454545454,3.65,0
4.32,4.98,2.3622047244094486,0.75,3.62,3.95,4.43,7.753378378378378,0.9534883720930233,6.38,1
4.06,4.89,8.297872340425533,0.8043478260869565,8.16,4.99,3.83,3.4296977660972408,1.4848484848484849,3.84,1
4.15,5.09,5.69620253164557,0.7446808510638298,6.67,4.63,5.47,4.724409448818897,0.6875,5.56,0
4.1,4.2,4.556962025316456,1.025,2.66,3.63,3.6,4.1930116472545755,1.1666666666666667,2.45,0
4.1,4.2,36.81818181818181,1.025,1.02,3.63,3.6,4.064516129032258,1.1666666666666667,1.42,1
4.51,4.15,3.061224489795918,1.3611111111111112,3.06,5.17,4.43,5.564516129032258,1.625,4.43,0
4.26,4.53,3.487084870848708,0.9512195121951219,4.22,4.54,3.65,6.46875,1.3611111111111112,5.29,0
3.45,4.89,6.936090225563909,0.5471698113207547,4.75,4.46,3.88,2.0377358490566038,1.5454545454545454,2.17,1
4.14,4.68,4.111675126903553,1.1,3.97,4.14,4.73,5.349650349650349,0.66,5.17,1
5.21,4.26,3.4782608695652173,1.131578947368421,3.43,4.83,4.08,3.81578947368421,1.3055555555555556,4.48,0
